"COLUMN1","time","date","mw"
"n2","11:15","2017-08-24","0"
"n2","07:15","2017-09-16","0"
"n2","22:30","2017-01-02","0"
"n2","15:45","2017-05-23","2"
"n2","22:15","2017-08-26","0"
"n2","12:15","2017-01-18","1.31"
"n2","15:00","2017-03-24","3.11"
"n2","15:15","2017-08-11","9.1"
"n2","11:45","2017-12-02","7.15"
"n2","18:00","2017-07-24","1.46"
"n2","02:15","2017-03-07","0"
"n2","16:00","2017-11-09","5.08"
"n2","19:30","2017-11-28","0.17"
"n2","21:45","2017-05-08","0"
"n2","05:15","2017-05-22","0.07"
"n2","01:30","2017-06-16","0"
"n2","11:15","2017-09-24","7.32"
"n2","20:00","2017-01-09","0"
"n2","23:30","2017-02-18","0"
"n2","07:45","2017-02-11","0.38"
"n2","07:45","2017-06-07","0.48"
"n2","04:15","2017-12-18","4.4"
"n2","07:00","2017-05-06","0.4"
"n2","09:45","2017-07-09","2.22"
"n2","20:00","2017-03-30","0"
"n2","08:45","2017-06-27","2.63"
"n2","18:30","2017-06-26","0"
"n2","05:45","2017-01-27","0"
"n2","13:45","2017-04-15","1.26"
"n2","15:45","2017-11-25","11.09"
"n2","00:15","2017-06-18","0"
"n2","06:15","2017-05-23","0"
"n2","17:15","2017-02-28","0.74"
"n2","20:30","2017-11-11","0.07"
"n2","10:30","2017-09-16","3.4"
"n2","08:15","2017-05-31","1.34"
"n2","11:00","2017-02-13","3.36"
"n2","18:45","2017-03-04","0"
"n2","11:15","2017-11-18","19.47"
"n2","02:30","2017-08-06","0.07"
"n2","20:30","2017-01-01","0"
"n2","12:15","2017-09-28","16.74"
"n2","08:00","2017-01-22","1.03"
"n2","19:45","2017-10-07","0"
"n2","12:00","2017-01-11","0"
"n2","00:30","2017-06-13","0"
"n2","13:00","2017-11-18","23.91"
"n2","22:30","2017-05-11","0"
"n2","00:00","2017-12-18","4.4"
"n2","14:45","2017-04-02","2.58"
"n2","20:30","2017-10-27","0.1"
"n2","21:00","2017-04-13","0"
"n2","07:30","2017-03-14","0.49"
"n2","23:00","2017-06-29","0"
"n2","17:00","2017-07-03","0.19"
"n2","21:00","2017-04-06","0"
"n2","07:30","2017-09-21","3.47"
"n2","02:45","2017-04-06","0"
"n2","22:15","2017-10-12","0"
"n2","04:00","2017-12-06","0.07"
"n2","18:30","2017-10-05","0"
"n2","01:15","2017-08-03","0"
"n2","01:15","2017-09-19","0.29"
"n2","12:30","2017-05-23","3.68"
"n2","08:15","2017-01-20","1.2"
"n2","21:15","2017-05-04","0"
"n2","12:15","2017-07-07","2.29"
"n2","00:45","2017-06-23","0"
"n2","14:45","2017-10-12","17.38"
"n2","15:00","2017-10-29","15.09"
"n2","18:30","2017-05-13","0.1"
"n2","16:15","2017-06-19","2.04"
"n2","14:30","2017-01-03","0"
"n2","17:30","2017-09-06","0.16"
"n2","15:00","2017-06-01","1.32"
"n2","06:00","2017-01-01","0"
"n2","23:30","2017-01-08","0"
"n2","05:45","2017-07-27","0"
"n2","19:15","2017-07-28","0"
"n2","02:00","2017-09-29","0"
"n2","05:15","2017-05-25","0"
"n2","17:15","2017-05-19","0.95"
"n2","07:00","2017-01-21","0"
"n2","03:30","2017-08-02","0"
"n2","05:00","2017-07-06","0"
"n2","09:00","2017-01-30","0.97"
"n2","02:45","2017-06-29","0"
"n2","21:15","2017-04-14","0"
"n2","11:45","2017-12-06","17.06"
"n2","15:15","2017-03-11","2.47"
"n2","20:45","2017-03-01","0"
"n2","18:30","2017-09-03","0.19"
"n2","22:30","2017-04-10","0"
"n2","23:00","2017-08-13","0.17"
"n2","11:45","2017-06-21","2.53"
"n2","14:00","2017-08-26","18.33"
"n2","19:00","2017-11-14","0"
"n2","06:30","2017-12-05","0.17"
"n2","00:00","2017-08-27","0"
"n2","16:45","2017-03-03","1.16"
"n2","06:00","2017-11-30","0.07"
"n2","02:45","2017-08-13","0"
"n2","19:30","2017-03-10","0"
"n2","20:30","2017-10-05","0"
"n2","21:30","2017-05-31","0"
"n2","22:30","2017-02-25","0.1"
"n2","11:45","2017-04-25","3.66"
"n2","14:00","2017-09-23","15.07"
"n2","17:30","2017-04-24","0.48"
"n2","11:30","2017-09-04","23.53"
"n2","04:30","2017-08-07","0"
"n2","22:30","2017-07-21","0.29"
"n2","08:00","2017-01-26","0.85"
"n2","01:00","2017-08-28","0"
"n2","16:00","2017-08-01","8.37"
"n2","07:00","2017-12-24","4.4"
"n2","09:30","2017-06-20","3.36"
"n2","04:15","2017-09-16","0"
"n2","17:45","2017-11-23","0.24"
"n2","14:15","2017-05-23","2.89"
"n2","19:00","2017-10-03","0.1"
"n2","22:15","2017-08-04","0"
"n2","17:45","2017-10-05","0"
"n2","05:15","2017-04-03","0"
"n2","23:30","2017-02-10","0.1"
"n2","04:30","2017-03-31","0"
"n2","14:30","2017-05-08","3.22"
"n2","19:30","2017-08-01","0"
"n2","05:30","2017-09-15","0.1"
"n2","05:45","2017-12-04","0"
"n2","21:00","2017-03-28","0.07"
"n2","23:00","2017-03-01","0"
"n2","00:45","2017-08-06","0.07"
"n2","10:00","2017-09-01","15.85"
"n2","06:00","2017-11-11","0.1"
"n2","17:15","2017-11-21","0"
"n2","21:45","2017-03-26","0.07"
"n2","21:45","2017-05-27","0"
"n2","03:45","2017-11-25","0"
"n2","06:45","2017-09-23","0.18"
"n2","05:00","2017-12-02","0.1"
"n2","04:30","2017-10-16","0"
"n2","21:30","2017-10-08","0"
"n2","00:15","2017-04-19","0"
"n2","12:30","2017-11-02","13.63"
"n2","17:15","2017-06-10","0.07"
"n2","23:00","2017-07-30","0"
"n2","06:15","2017-06-11","0.1"
"n2","16:00","2017-11-24","7.39"
"n2","13:30","2017-03-23","1.49"
"n2","13:30","2017-08-20","8.79"
"n2","00:45","2017-08-25","0.1"
"n2","18:00","2017-08-07","1.33"
"n2","00:15","2017-12-26","4.31"
"n2","00:45","2017-12-07","0.19"
"n2","20:45","2017-12-18","4.38"
"n2","23:00","2017-12-25","4.38"
"n2","07:15","2017-08-14","3.33"
"n2","01:45","2017-03-21","0"
"n2","01:15","2017-03-21","0"
"n2","19:30","2017-01-22","0"
"n2","23:30","2017-05-29","0.07"
"n2","17:30","2017-03-03","0.37"
"n2","21:30","2017-12-06","0.19"
"n2","22:00","2017-01-15","0"
"n2","21:45","2017-07-03","0"
"n2","07:45","2017-10-08","4.33"
"n2","16:00","2017-06-06","1.92"
"n2","13:00","2017-09-26","16.03"
"n2","04:15","2017-05-11","0.07"
"n2","15:30","2017-04-18","1.72"
"n2","02:15","2017-07-01","0"
"n2","07:00","2017-07-18","1.29"
"n2","02:45","2017-03-13","0"
"n2","02:45","2017-08-10","0.07"
"n2","23:45","2017-07-17","0.07"
"n2","03:00","2017-01-27","0"
"n2","22:30","2017-01-20","0"
"n2","20:15","2017-04-28","0"
"n2","14:30","2017-09-10","10.67"
"n2","00:00","2017-08-25","0.1"
"n2","05:15","2017-01-18","0"
"n2","00:15","2017-05-13","0.07"
"n2","13:30","2017-08-27","15.93"
"n2","19:00","2017-12-20","4.31"
"n2","17:45","2017-08-29","1.26"
"n2","07:00","2017-06-07","0"
"n2","23:45","2017-05-02","0"
"n2","05:45","2017-06-09","0"
"n2","14:45","2017-02-24","2.14"
"n2","08:15","2017-03-24","1.06"
"n2","03:00","2017-06-12","0.1"
"n2","22:00","2017-02-12","0"
"n2","01:45","2017-12-07","0.19"
"n2","23:45","2017-03-13","0"
"n2","23:45","2017-08-10","0.07"
"n2","11:15","2017-03-06","3.28"
"n2","11:15","2017-05-07","2.21"
"n2","01:30","2017-10-14","0.18"
"n2","05:15","2017-10-20","4.4"
"n2","17:00","2017-06-21","0.58"
"n2","05:00","2017-01-02","0"
"n2","22:45","2017-04-30","0"
"n2","14:45","2017-06-15","2.11"
"n2","00:00","2017-09-03","0.19"
"n2","20:00","2017-10-18","0"
"n2","06:15","2017-02-02","0"
"n2","19:45","2017-08-11","0.07"
"n2","23:30","2017-07-25","0.1"
"n2","23:45","2017-05-28","0"
"n2","18:15","2017-08-26","0"
"n2","07:45","2017-01-14","0"
"n2","02:15","2017-10-25","0"
"n2","03:15","2017-08-17","0"
"n2","21:45","2017-02-16","0"
"n2","09:30","2017-03-03","2.44"
"n2","18:00","2017-04-25","0.16"
"n2","23:30","2017-06-20","0"
"n2","20:15","2017-09-08","0.07"
"n2","17:45","2017-04-28","0"
"n2","19:15","2017-06-02","0"
"n2","18:00","2017-06-03","0"
"n2","21:45","2017-05-14","0"
"n2","20:00","2017-11-21","0"
"n2","11:45","2017-01-16","3.73"
"n2","07:00","2017-02-16","0"
"n2","15:15","2017-01-18","1.12"
"n2","20:30","2017-07-14","0"
"n2","00:45","2017-09-10","0.25"
"n2","17:00","2017-01-05","0"
"n2","14:15","2017-04-14","3.48"
"n2","05:30","2017-11-19","0"
"n2","06:00","2017-12-16","4.59"
"n2","13:30","2017-01-30","3.52"
"n2","23:30","2017-04-03","0"
"n2","06:00","2017-06-18","0"
"n2","01:00","2017-05-18","0"
"n2","03:30","2017-01-08","0"
"n2","16:30","2017-05-18","1.75"
"n2","14:45","2017-12-19","20.63"
"n2","19:15","2017-12-28","4.31"
"n2","21:15","2017-04-22","0"
"n2","20:30","2017-02-07","0.1"
"n2","18:15","2017-08-22","0"
"n2","05:45","2017-04-15","0"
"n2","03:45","2017-07-25","0.07"
"n2","09:45","2017-07-16","2.26"
"n2","18:15","2017-09-18","0.29"
"n2","20:00","2017-06-29","0"
"n2","20:30","2017-03-30","0"
"n2","20:30","2017-12-18","4.38"
"n2","22:00","2017-07-28","0"
"n2","12:30","2017-01-25","4.02"
"n2","09:45","2017-12-18","20.17"
"n2","15:15","2017-01-29","3.17"
"n2","23:30","2017-08-30","0.07"
"n2","17:45","2017-02-07","0.19"
"n2","19:45","2017-02-22","0"
"n2","17:15","2017-12-21","5.84"
"n2","22:30","2017-10-13","0.18"
"n2","01:15","2017-12-22","4.4"
"n2","04:00","2017-06-14","0"
"n2","13:45","2017-11-24","19.06"
"n2","06:30","2017-06-19","0"
"n2","08:00","2017-07-24","6.59"
"n2","15:45","2017-10-31","10.18"
"n2","23:30","2017-08-02","0"
"n2","02:00","2017-12-10","4.4"
"n2","11:45","2017-04-24","3.49"
"n2","11:45","2017-11-23","14.18"
"n2","13:45","2017-10-28","16.88"
"n2","16:00","2017-04-27","0.68"
"n2","18:00","2017-05-22","0.19"
"n2","21:45","2017-03-18","0"
"n2","06:30","2017-09-12","0"
"n2","07:45","2017-04-22","1.04"
"n2","13:30","2017-12-28","7.27"
"n2","18:00","2017-03-03","0"
"n2","13:00","2017-01-03","0"
"n2","21:15","2017-12-15","4.59"
"n2","21:30","2017-08-21","0"
"n2","08:45","2017-10-23","0.07"
"n2","01:30","2017-12-23","4.4"
"n2","13:00","2017-06-15","3.22"
"n2","20:30","2017-12-01","0.1"
"n2","09:00","2017-08-31","13.72"
"n2","15:45","2017-12-27","5.75"
"n2","16:00","2017-01-02","0"
"n2","15:00","2017-12-20","22.02"
"n2","11:45","2017-06-05","3.05"
"n2","17:00","2017-08-20","2.4"
"n2","15:45","2017-03-05","1.98"
"n2","13:45","2017-11-11","9.11"
"n2","08:00","2017-06-05","1.13"
"n2","05:45","2017-04-13","0"
"n2","21:15","2017-01-21","0"
"n2","23:00","2017-10-01","0"
"n2","17:45","2017-08-26","0.68"
"n2","04:30","2017-07-06","0"
"n2","03:00","2017-01-08","0"
"n2","11:00","2017-05-22","2.84"
"n2","15:30","2017-12-05","8.71"
"n2","07:45","2017-09-26","2.09"
"n2","04:30","2017-04-16","0"
"n2","04:45","2017-10-19","0"
"n2","17:45","2017-04-23","0.17"
"n2","00:15","2017-04-24","0.07"
"n2","04:45","2017-10-05","0"
"n2","02:30","2017-05-23","0"
"n2","21:30","2017-04-28","0"
"n2","11:30","2017-06-22","3.59"
"n2","08:30","2017-02-28","1.4"
"n2","17:30","2017-01-02","0"
"n2","14:00","2017-08-01","0"
"n2","12:30","2017-06-14","2.03"
"n2","18:30","2017-01-31","0"
"n2","04:45","2017-10-31","0.07"
"n2","13:30","2017-07-23","6.91"
"n2","23:15","2017-04-21","0.07"
"n2","21:00","2017-10-25","0.19"
"n2","01:30","2017-10-30","0.29"
"n2","16:15","2017-03-14","1.72"
"n2","14:00","2017-07-01","2.99"
"n2","22:30","2017-08-08","0.1"
"n2","00:45","2017-04-13","0"
"n2","18:00","2017-02-10","0.1"
"n2","09:30","2017-05-20","2.18"
"n2","16:30","2017-11-19","3.1"
"n2","20:15","2017-02-18","0"
"n2","12:45","2017-06-10","4.18"
"n2","17:30","2017-12-11","4.39"
"n2","09:15","2017-11-01","8.92"
"n2","20:45","2017-12-15","4.59"
"n2","01:30","2017-09-23","0.08"
"n2","18:30","2017-03-22","0.1"
"n2","11:30","2017-03-21","4.24"
"n2","21:30","2017-01-20","0"
"n2","14:30","2017-01-10","0"
"n2","18:15","2017-01-14","0"
"n2","04:00","2017-09-24","0"
"n2","08:30","2017-01-06","0"
"n2","10:00","2017-12-19","17.93"
"n2","22:15","2017-05-31","0"
"n2","03:30","2017-08-03","0"
"n2","17:45","2017-04-17","0"
"n2","03:15","2017-05-29","0"
"n2","07:00","2017-06-09","0.3"
"n2","06:15","2017-08-07","0"
"n2","09:45","2017-10-16","14.35"
"n2","21:00","2017-04-18","0"
"n2","03:30","2017-10-28","0.1"
"n2","01:00","2017-10-16","0"
"n2","00:45","2017-05-08","0"
"n2","07:00","2017-05-28","0.2"
"n2","02:45","2017-09-28","0"
"n2","12:00","2017-11-07","14.53"
"n2","08:30","2017-12-11","11.05"
"n2","12:45","2017-03-21","4.12"
"n2","22:00","2017-01-28","0"
"n2","22:45","2017-05-23","0"
"n2","00:30","2017-05-05","0"
"n2","05:15","2017-10-09","0"
"n2","14:30","2017-04-06","3.42"
"n2","05:45","2017-08-16","0"
"n2","05:15","2017-01-16","0"
"n2","12:45","2017-04-15","3.88"
"n2","03:30","2017-06-17","0"
"n2","04:45","2017-07-30","0.1"
"n2","15:15","2017-02-02","1.51"
"n2","06:45","2017-07-08","0"
"n2","18:30","2017-06-12","0"
"n2","19:45","2017-07-23","0.07"
"n2","21:15","2017-01-13","0"
"n2","10:30","2017-03-05","3.05"
"n2","10:45","2017-11-15","17.56"
"n2","23:00","2017-04-19","0"
"n2","04:45","2017-08-29","0"
"n2","08:30","2017-03-03","1.4"
"n2","11:45","2017-09-12","21.24"
"n2","10:00","2017-07-27","18.81"
"n2","18:15","2017-10-23","0.07"
"n2","04:30","2017-08-29","0"
"n2","23:15","2017-01-06","0"
"n2","10:30","2017-11-06","7.51"
"n2","16:15","2017-02-07","1.97"
"n2","15:45","2017-03-09","2.02"
"n2","04:45","2017-10-02","0"
"n2","11:45","2017-01-12","0"
"n2","16:45","2017-12-17","11.84"
"n2","03:00","2017-11-25","0"
"n2","23:30","2017-08-24","0.1"
"n2","23:15","2017-01-30","0.13"
"n2","12:30","2017-08-19","13.93"
"n2","18:30","2017-06-17","0.12"
"n2","11:15","2017-05-04","3.92"
"n2","20:15","2017-08-26","0"
"n2","21:00","2017-10-21","0"
"n2","03:15","2017-01-23","0"
"n2","00:00","2017-12-09","4.38"
"n2","06:00","2017-09-26","0.1"
"n2","20:45","2017-02-27","0.07"
"n2","02:00","2017-06-16","0"
"n2","16:15","2017-11-05","0.57"
"n2","02:45","2017-08-01","0"
"n2","19:30","2017-01-08","0"
"n2","09:00","2017-03-09","0.26"
"n2","09:00","2017-04-29","2.52"
"n2","14:45","2017-12-10","21.46"
"n2","03:45","2017-06-28","0"
"n2","05:45","2017-09-02","0.1"
"n2","01:00","2017-01-19","0.1"
"n2","02:30","2017-10-23","0.07"
"n2","19:15","2017-12-25","4.38"
"n2","02:00","2017-09-25","0.07"
"n2","06:30","2017-06-26","0"
"n2","23:15","2017-02-15","0"
"n2","21:45","2017-01-05","0"
"n2","01:15","2017-04-06","0"
"n2","10:00","2017-04-09","0.07"
"n2","08:15","2017-04-05","0.5"
"n2","22:00","2017-01-24","0"
"n2","18:30","2017-06-08","0"
"n2","05:30","2017-04-20","0"
"n2","17:15","2017-06-04","0.42"
"n2","05:30","2017-05-26","0"
"n2","03:30","2017-01-31","0.13"
"n2","08:45","2017-03-27","0.85"
"n2","21:45","2017-02-18","0"
"n2","01:45","2017-03-19","0"
"n2","18:00","2017-09-14","0.1"
"n2","18:15","2017-06-06","0.1"
"n2","05:30","2017-10-27","0"
"n2","11:15","2017-11-15","17.94"
"n2","10:00","2017-09-16","2.52"
"n2","08:30","2017-01-05","0"
"n2","17:30","2017-08-02","1.95"
"n2","00:00","2017-03-22","0"
"n2","02:15","2017-03-10","0"
"n2","08:45","2017-04-02","1.93"
"n2","13:15","2017-05-14","2.89"
"n2","21:30","2017-06-07","0"
"n2","15:30","2017-08-01","10.53"
"n2","15:00","2017-05-23","2.94"
"n2","09:15","2017-11-11","16.31"
"n2","19:45","2017-03-16","0.1"
"n2","19:45","2017-05-17","0"
"n2","22:30","2017-03-15","0.1"
"n2","13:15","2017-01-31","3.29"
"n2","04:15","2017-09-30","0"
"n2","15:15","2017-01-20","1.57"
"n2","09:15","2017-05-13","1.36"
"n2","08:00","2017-07-31","4.7"
"n2","20:00","2017-02-28","0"
"n2","17:00","2017-01-19","0.94"
"n2","09:45","2017-10-31","6.23"
"n2","20:30","2017-05-16","0"
"n2","19:30","2017-06-30","0.1"
"n2","05:15","2017-02-07","0"
"n2","15:30","2017-12-19","19.29"
"n2","01:30","2017-08-25","0.1"
"n2","18:30","2017-04-25","0"
"n2","10:00","2017-07-05","1.46"
"n2","07:15","2017-03-02","0.11"
"n2","15:30","2017-01-24","2.74"
"n2","07:30","2017-04-12","0.7"
"n2","23:00","2017-01-08","0"
"n2","07:15","2017-04-21","0.52"
"n2","23:00","2017-05-15","0"
"n2","05:15","2017-06-24","0"
"n2","03:45","2017-12-17","4.39"
"n2","01:00","2017-07-06","0"
"n2","16:00","2017-10-06","11.03"
"n2","06:15","2017-02-12","0"
"n2","23:45","2017-04-19","0"
"n2","21:45","2017-02-10","0.1"
"n2","18:00","2017-03-29","0.1"
"n2","18:30","2017-05-16","0"
"n2","06:00","2017-09-27","0.1"
"n2","11:30","2017-07-31","18.57"
"n2","04:45","2017-12-17","4.39"
"n2","15:45","2017-07-18","10.28"
"n2","19:15","2017-09-18","0.29"
"n2","03:45","2017-01-21","0"
"n2","00:15","2017-10-18","0"
"n2","13:45","2017-11-21","12.4"
"n2","14:45","2017-01-30","2.3"
"n2","17:00","2017-12-13","7.29"
"n2","08:00","2017-05-26","0.85"
"n2","08:30","2017-10-05","4.38"
"n2","01:45","2017-07-29","0"
"n2","23:30","2017-10-09","0.18"
"n2","21:45","2017-01-08","0"
"n2","01:30","2017-03-15","0"
"n2","09:15","2017-09-03","15.14"
"n2","14:30","2017-07-29","14.63"
"n2","00:00","2017-03-28","0.07"
"n2","00:15","2017-11-21","0.11"
"n2","19:45","2017-12-15","4.59"
"n2","06:45","2017-10-30","0.38"
"n2","02:30","2017-07-19","0.1"
"n2","18:00","2017-12-31","4.4"
"n2","01:00","2017-03-06","0"
"n2","01:00","2017-05-07","0"
"n2","02:00","2017-12-07","0.19"
"n2","07:00","2017-05-03","0.2"
"n2","13:45","2017-10-19","12.86"
"n2","18:45","2017-04-02","0"
"n2","09:00","2017-05-25","1.2"
"n2","12:30","2017-04-26","3.65"
"n2","12:30","2017-10-12","20.07"
"n2","16:30","2017-05-31","0.72"
"n2","05:15","2017-07-13","0"
"n2","22:00","2017-07-31","0"
"n2","01:45","2017-11-03","0.17"
"n2","02:30","2017-01-17","0.07"
"n2","22:45","2017-08-17","0.1"
"n2","19:30","2017-07-13","0"
"n2","23:00","2017-12-10","4.5"
"n2","01:45","2017-08-31","0.07"
"n2","19:00","2017-01-29","0"
"n2","11:45","2017-10-26","11.98"
"n2","12:30","2017-11-18","20.79"
"n2","12:15","2017-04-22","3.79"
"n2","02:45","2017-04-19","0"
"n2","14:30","2017-06-12","0.1"
"n2","20:30","2017-09-27","0"
"n2","17:00","2017-01-16","0.85"
"n2","08:15","2017-05-16","0.79"
"n2","22:45","2017-08-08","0.1"
"n2","22:45","2017-09-17","0.14"
"n2","12:30","2017-04-29","2.63"
"n2","04:45","2017-01-26","0.07"
"n2","16:45","2017-08-15","0.11"
"n2","19:00","2017-03-11","0"
"n2","19:00","2017-04-05","0"
"n2","10:00","2017-05-09","3.37"
"n2","11:00","2017-03-14","3.52"
"n2","07:45","2017-10-31","2.92"
"n2","05:15","2017-09-05","0"
"n2","06:45","2017-05-23","0.3"
"n2","22:00","2017-07-30","0"
"n2","16:15","2017-08-30","10.81"
"n2","08:30","2017-10-18","3.76"
"n2","22:00","2017-10-28","0"
"n2","16:45","2017-03-31","1.38"
"n2","04:15","2017-02-10","0"
"n2","14:00","2017-12-12","16.44"
"n2","00:15","2017-12-23","4.4"
"n2","23:30","2017-03-07","0.1"
"n2","08:45","2017-07-27","12.63"
"n2","02:00","2017-12-11","4.5"
"n2","13:45","2017-07-15","1.74"
"n2","20:30","2017-03-05","0"
"n2","02:30","2017-12-28","4.38"
"n2","12:45","2017-11-12","17.96"
"n2","20:00","2017-08-25","0.1"
"n2","23:45","2017-03-09","0"
"n2","23:15","2017-04-08","0.07"
"n2","11:00","2017-06-09","3"
"n2","09:45","2017-10-10","14.1"
"n2","12:30","2017-10-23","0.07"
"n2","12:00","2017-10-14","17.85"
"n2","01:45","2017-05-19","0"
"n2","14:45","2017-07-10","1.69"
"n2","10:45","2017-01-29","2.81"
"n2","00:45","2017-08-14","0.17"
"n2","12:30","2017-09-09","23.24"
"n2","11:45","2017-08-16","13.11"
"n2","15:45","2017-03-02","2.34"
"n2","07:45","2017-08-21","4.55"
"n2","11:15","2017-12-15","20.96"
"n2","19:30","2017-03-02","0"
"n2","23:30","2017-12-15","4.59"
"n2","10:30","2017-07-26","11.89"
"n2","15:15","2017-08-28","13.49"
"n2","16:00","2017-04-13","2.09"
"n2","21:45","2017-08-25","0.1"
"n2","08:15","2017-08-08","9.83"
"n2","20:15","2017-10-11","0.07"
"n2","05:15","2017-07-07","0"
"n2","06:30","2017-08-07","0"
"n2","17:15","2017-08-06","1.94"
"n2","22:15","2017-01-13","0"
"n2","20:30","2017-02-13","0"
"n2","14:15","2017-09-19","22.07"
"n2","05:00","2017-03-03","0"
"n2","13:45","2017-02-16","3.56"
"n2","04:30","2017-12-05","0.17"
"n2","19:15","2017-06-28","0"
"n2","05:45","2017-01-05","0"
"n2","02:30","2017-04-28","0.13"
"n2","13:00","2017-02-28","3.89"
"n2","06:15","2017-05-22","0.07"
"n2","04:45","2017-07-29","0"
"n2","08:00","2017-02-23","0.7"
"n2","01:45","2017-08-14","0.17"
"n2","14:30","2017-08-09","22.53"
"n2","03:45","2017-04-11","0"
"n2","19:45","2017-04-17","0"
"n2","03:45","2017-03-06","0"
"n2","03:45","2017-05-07","0"
"n2","22:15","2017-11-16","0.1"
"n2","12:30","2017-07-04","1.5"
"n2","21:15","2017-09-29","0"
"n2","15:30","2017-10-19","16.69"
"n2","14:45","2017-10-22","16.6"
"n2","13:45","2017-09-06","23.88"
"n2","08:30","2017-11-16","5.26"
"n2","22:45","2017-07-17","0.07"
"n2","15:45","2017-10-08","16.26"
"n2","20:30","2017-10-17","0.18"
"n2","09:30","2017-07-03","0.59"
"n2","21:45","2017-09-02","0.19"
"n2","09:30","2017-12-07","15.62"
"n2","03:30","2017-08-14","0.17"
"n2","04:45","2017-04-14","0"
"n2","05:00","2017-12-11","4.5"
"n2","02:15","2017-06-19","0"
"n2","09:30","2017-01-08","0"
"n2","17:15","2017-06-16","0.36"
"n2","15:00","2017-08-05","15.8"
"n2","21:15","2017-11-19","0.17"
"n2","00:30","2017-06-27","0"
"n2","15:00","2017-09-29","13.48"
"n2","14:30","2017-06-30","1.57"
"n2","16:30","2017-06-10","0.1"
"n2","08:15","2017-10-13","1.7"
"n2","18:30","2017-06-25","0"
"n2","21:45","2017-01-27","0"
"n2","07:00","2017-01-10","0"
"n2","15:45","2017-06-29","1.54"
"n2","00:15","2017-12-21","4.31"
"n2","16:45","2017-11-30","4.88"
"n2","13:15","2017-09-16","5.84"
"n2","10:30","2017-09-17","15.98"
"n2","11:30","2017-06-24","4.01"
"n2","14:00","2017-04-21","3.58"
"n2","16:45","2017-07-06","0.46"
"n2","09:45","2017-02-26","2.62"
"n2","01:45","2017-06-22","0"
"n2","02:30","2017-05-28","0"
"n2","09:00","2017-03-30","2.3"
"n2","11:15","2017-08-04","17.84"
"n2","18:00","2017-12-24","4.31"
"n2","07:45","2017-04-07","0.4"
"n2","02:30","2017-02-03","0"
"n2","13:15","2017-02-01","3.94"
"n2","11:00","2017-07-22","16.92"
"n2","00:45","2017-10-11","0"
"n2","05:00","2017-07-11","0"
"n2","13:45","2017-09-19","24.53"
"n2","08:15","2017-07-04","0.61"
"n2","21:45","2017-12-04","0.17"
"n2","14:45","2017-07-25","13.56"
"n2","16:45","2017-07-02","1.3"
"n2","23:15","2017-04-04","0.1"
"n2","18:00","2017-07-03","0.2"
"n2","20:30","2017-05-09","0.1"
"n2","06:45","2017-06-20","0.13"
"n2","13:30","2017-12-03","23.21"
"n2","09:45","2017-07-28","8.68"
"n2","07:15","2017-03-29","0.36"
"n2","17:15","2017-09-03","4.52"
"n2","02:00","2017-04-19","0"
"n2","06:15","2017-02-07","0"
"n2","22:15","2017-08-06","0"
"n2","05:45","2017-10-16","0"
"n2","09:30","2017-06-12","0.1"
"n2","06:00","2017-06-21","0"
"n2","19:15","2017-05-01","0"
"n2","09:30","2017-09-10","5.88"
"n2","03:00","2017-03-02","0"
"n2","16:30","2017-09-21","2.95"
"n2","23:00","2017-12-31","4.4"
"n2","15:15","2017-05-26","1.57"
"n2","00:30","2017-11-15","0"
"n2","12:15","2017-02-25","2.46"
"n2","14:00","2017-06-30","1.97"
"n2","16:30","2017-06-05","1.68"
"n2","22:15","2017-09-03","0.19"
"n2","21:00","2017-09-04","0"
"n2","09:45","2017-05-26","2.14"
"n2","16:45","2017-10-05","2.41"
"n2","19:30","2017-02-25","0.1"
"n2","02:45","2017-08-31","0.07"
"n2","15:45","2017-06-01","2.24"
"n2","13:15","2017-05-04","3.68"
"n2","23:00","2017-09-28","0.1"
"n2","19:15","2017-10-11","0.07"
"n2","14:00","2017-04-20","3.91"
"n2","06:15","2017-11-12","0.07"
"n2","13:00","2017-11-29","19.8"
"n2","19:00","2017-09-17","0.14"
"n2","14:00","2017-10-29","18.83"
"n2","12:00","2017-06-09","3.85"
"n2","14:15","2017-07-18","4.76"
"n2","15:00","2017-08-12","16.56"
"n2","07:45","2017-11-07","4.67"
"n2","06:30","2017-02-23","0"
"n2","20:00","2017-08-30","0.07"
"n2","12:15","2017-08-23","23"
"n2","23:30","2017-11-17","0.19"
"n2","12:15","2017-09-08","21.46"
"n2","15:30","2017-04-10","2.46"
"n2","15:30","2017-12-06","9.71"
"n2","01:00","2017-07-28","0.07"
"n2","03:30","2017-07-15","0"
"n2","04:00","2017-01-15","0"
"n2","20:30","2017-08-07","0.08"
"n2","20:00","2017-06-22","0"
"n2","05:45","2017-12-06","0.07"
"n2","22:15","2017-08-02","0"
"n2","12:15","2017-10-01","20.97"
"n2","05:45","2017-07-21","0"
"n2","13:00","2017-12-18","24.67"
"n2","15:30","2017-09-30","11.97"
"n2","07:30","2017-03-31","0.11"
"n2","07:30","2017-06-05","0.79"
"n2","00:45","2017-03-08","0.1"
"n2","08:45","2017-03-12","1.91"
"n2","10:45","2017-06-27","2.02"
"n2","19:45","2017-10-02","0.07"
"n2","21:15","2017-06-12","0"
"n2","05:30","2017-02-03","0"
"n2","22:30","2017-08-19","0"
"n2","00:45","2017-07-20","0.07"
