pretty,year,mon,mday,hour,min,tzname,utcdate,tempm,tempi,dewptm,dewpti,hum,wspdm,wspdi,wgustm,wgusti,wdird,wdire,vism,visi,pressurem,pressurei,windchillm,windchilli,heatindexm,heatindexi,precipm,precipi,conds,icon,fog,rain,snow,hail,thunder,tornado,metar
7:00 AM +07 on April 28,2017,2017,4,28,7,0,Asia/Bangkok,30,85,21,69,50,5.6,3.5,,,230,SW,4,2,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 28004 48376 31940 02303 10295 20206 39948 40091 52014 70500 333 20291 59003
10:00 AM +07 on April 28,2017,2017,4,28,10,0,Asia/Bangkok,35,95,23,73,39,3.7,2.3,,,210,SSW,4,2,1010,29.84,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 28034 48376 31540 22102 10348 20226 39962 40103 52014 70500 81135 333 59003
1:00 PM +07 on April 28,2017,2017,4,28,13,0,Asia/Bangkok,38,101,22,72,30,7.4,4.6,,,190,South,4,2,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 28064 48376 31540 21904 10382 20222 39938 40076 57024 70500 82205 333 59003
4:00 PM +07 on April 28,2017,2017,4,28,16,0,Asia/Bangkok,32,89,22,71,47,7.4,4.6,,,210,SSW,4,2,1005,29.69,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 28094 48376 31540 62104 10318 20218 39912 40054 57025 71792 83963 333 58010
7:00 PM +07 on April 28,2017,2017,4,28,19,0,Asia/Bangkok,26,78,24,74,85,0,0,,,,,3,2,1010,29.82,-999,-999,-9999,-9999,,,Thunderstorms and Rain,tstorms,0,1,0,0,1,0,AAXX 28124 48376 01430 80000 10257 20235 39952 40097 52040 60082 79592 84966 333 10390 58040 60086 70080
10:00 PM +07 on April 28,2017,2017,4,28,22,0,Asia/Bangkok,25,78,24,76,90,5.6,3.5,,,320,NW,4,2,1014,29.94,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28154 48376 21540 63203 10254 20242 39992 40138 52040 71092 82966 333 58050 60017
1:00 AM +07 on April 29,2017,2017,4,29,1,0,Asia/Bangkok,25,77,24,75,91,3.7,2.3,,,110,ESE,4,2,1012,29.9,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28184 48376 11540 71102 10250 20238 39977 40123 57015 60093 71092 84536 333 58036 70094
4:00 AM +07 on April 29,2017,2017,4,29,4,0,Asia/Bangkok,24,76,23,73,88,0,0,,,,,4,2,1012,29.87,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 28214 48376 31540 80000 10243 20228 39969 40115 56008 71022 84556 333 58038
7:00 AM +07 on April 29,2017,2017,4,29,7,0,Asia/Bangkok,24,76,23,74,91,0,0,,,,,4,2,1012,29.9,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29004 48376 11540 70000 10244 20232 39979 40125 52010 60094 71022 84536 333 20238 58034 70094
10:00 AM +07 on April 29,2017,2017,4,29,10,0,Asia/Bangkok,28,83,23,74,67,3.7,2.3,,,30,NNE,5,3,1014,29.94,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29034 48376 31550 60302 10282 20232 39994 40139 52015 71022 83236 333 58036
1:00 PM +07 on April 29,2017,2017,4,29,13,0,Asia/Bangkok,31,88,22,72,50,5.6,3.5,,,210,SSW,6,4,1012,29.89,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 29064 48376 31556 62103 10310 20222 39979 40121 57016 70522 83536 333 58045 70094
4:00 PM +07 on April 29,2017,2017,4,29,16,0,Asia/Bangkok,33,91,23,73,47,5.6,3.5,,,110,ESE,5,3,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 29094 48376 31550 61103 10330 20229 39947 40089 57031 70522 83236 333 58035
7:00 PM +07 on April 29,2017,2017,4,29,19,0,Asia/Bangkok,30,86,24,75,63,3.7,2.3,,,180,South,5,3,1010,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29124 48376 31550 51802 10300 20240 39952 40095 51004 71022 82436 333 10340 59003 70014
10:00 PM +07 on April 29,2017,2017,4,29,22,0,Asia/Bangkok,28,83,24,76,74,0,0,,,,,5,3,1012,29.88,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 29154 48376 31550 30000 10282 20245 39972 40116 52020 71010 82535 333 59022
1:00 AM +07 on April 30,2017,2017,4,30,1,0,Asia/Bangkok,27,80,25,77,89,0,0,,,,,11,7,1011,29.86,-999,-999,-9999,-9999,,,,,0,0,0,0,0,0,AAXX 29184 48380 32961 00000 10269 20252 30019 40112 54000 333 59023 70019
4:00 AM +07 on April 30,2017,2017,4,30,4,0,Asia/Bangkok,26,80,25,77,87,1.9,1.2,,,120,ESE,11,7,1010,29.83,-999,-999,-9999,-9999,,,,,0,0,0,0,0,0,AAXX 29214 48380 32961 01201 10265 20249 30009 40102 57010 333 59012
7:00 AM +07 on April 30,2017,2017,4,30,7,0,Asia/Bangkok,26,79,25,77,92,1.9,1.2,,,180,South,7,4,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 30004 48380 31957 31801 10263 20250 30018 40112 52009 71000 80001 333 20257 59015
10:00 AM +07 on April 30,2017,2017,4,30,10,0,Asia/Bangkok,31,87,24,76,63,3.7,2.3,,,150,SSE,8,5,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 30034 48380 31558 41502 10308 20245 30034 40126 50016 71011 82102 333 59010
1:00 PM +07 on April 30,2017,2017,4,30,13,0,Asia/Bangkok,34,93,24,74,46,5.6,3.5,,,110,ESE,6,4,1011,29.85,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 30064 48380 31556 41103 10337 20235 30016 40108 57018 70511 83102 333 59018
4:00 PM +07 on April 30,2017,2017,4,30,16,0,Asia/Bangkok,33,91,24,76,52,1.9,1.2,,,170,South,6,4,1008,29.76,-999,-999,-9999,-9999,,,Light Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 30094 48380 31656 81701 10330 20242 39986 40077 57030 72911 81403 333 59018
7:00 PM +07 on April 30,2017,2017,4,30,19,0,Asia/Bangkok,28,83,23,73,66,5.6,3.5,,,250,WSW,5,3,1009,29.79,-999,-999,-9999,-9999,,,Light Rain,rain,0,1,0,0,0,0,AAXX 30124 48380 01650 82503 10284 20230 39994 40087 52008 69912 76062 83717 333 10351 59009 69917 70001
10:00 PM +07 on April 30,2017,2017,4,30,22,0,Asia/Bangkok,27,81,23,73,71,1.9,1.2,,,240,WSW,6,4,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 30154 48380 21956 02401 10273 20229 30009 40103 52015 71062 333 59009 69907
1:00 AM +07 on April 24,2017,2017,4,24,1,0,Asia/Bangkok,30,86,20,67,44,5.6,3.5,,,270,West,4,2,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 23184 48376 31940 22703 10300 20196 39939 40082 56004 70500 80005 333 58004
4:00 AM +07 on April 24,2017,2017,4,24,4,0,Asia/Bangkok,30,85,20,68,47,9.3,5.8,,,250,WSW,4,2,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 23214 48376 31940 02505 10297 20200 39934 40077 56005 70500 333 58003
7:00 AM +07 on April 24,2017,2017,4,24,7,0,Asia/Bangkok,29,83,18,65,46,13,8.1,,,270,West,4,2,1010,29.82,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 24004 48376 31540 22707 10286 20185 39954 40098 52020 70500 82505 333 20272 58003
10:00 AM +07 on April 24,2017,2017,4,24,10,0,Asia/Bangkok,33,91,21,70,41,18.5,11.5,,,250,WSW,4,2,1012,29.87,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 24034 48376 31540 22510 10327 20211 39973 40115 52019 70500 81105 333 58008
1:00 PM +07 on April 24,2017,2017,4,24,13,0,Asia/Bangkok,37,98,20,69,29,11.1,6.9,,,270,West,4,2,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 24064 48376 31540 22706 10366 20203 39948 40087 57025 70500 81205 333 59003
4:00 PM +07 on April 24,2017,2017,4,24,16,0,Asia/Bangkok,36,97,20,69,30,18.5,11.5,,,260,West,4,2,1005,29.69,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 24094 48376 31940 22610 10363 20204 39914 40053 57033 70500 80005 333 59006
7:00 PM +07 on April 24,2017,2017,4,24,19,0,Asia/Bangkok,33,92,19,67,34,16.7,10.4,,,250,WSW,4,2,1006,29.7,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 24124 48376 31540 22509 10332 20194 39914 40055 54000 70500 81205 333 10370 59007
10:00 PM +07 on April 24,2017,2017,4,24,22,0,Asia/Bangkok,31,88,22,71,47,14.8,9.2,,,260,West,4,2,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 24154 48376 31940 02608 10310 20215 39943 40085 52029 70500 333 59001
1:00 AM +07 on April 25,2017,2017,4,25,1,0,Asia/Bangkok,30,85,20,68,47,16.7,10.4,,,270,West,4,2,1008,29.78,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 24184 48376 31940 02709 10297 20198 39940 40083 56003 70500 333 58001
4:00 AM +07 on April 25,2017,2017,4,25,4,0,Asia/Bangkok,28,83,21,69,54,14.8,9.2,,,260,West,4,2,1008,29.77,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 24214 48376 31940 02608 10285 20206 39937 40080 56003 70500 333 58004
7:00 AM +07 on April 25,2017,2017,4,25,7,0,Asia/Bangkok,29,83,22,71,59,13,8.1,,,270,West,4,2,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 25004 48376 31540 22707 10286 20216 39959 40103 52022 71000 82205 333 20279 58005
10:00 AM +07 on April 25,2017,2017,4,25,10,0,Asia/Bangkok,31,88,22,71,47,11.1,6.9,,,270,West,4,2,1011,29.86,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 25034 48376 31540 62706 10310 20215 39969 40112 52010 70520 83536 333 59003
1:00 PM +07 on April 25,2017,2017,4,25,13,0,Asia/Bangkok,35,94,20,69,34,14.8,9.2,,,250,WSW,5,3,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 25064 48376 31550 22508 10346 20203 39948 40089 57021 70520 82205 333 58002
4:00 PM +07 on April 25,2017,2017,4,25,16,0,Asia/Bangkok,36,96,18,64,26,18.5,11.5,,,250,WSW,5,3,1006,29.7,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 25094 48376 31950 22510 10358 20180 39916 40056 57032 70500 80005 333 58002
7:00 PM +07 on April 25,2017,2017,4,25,19,0,Asia/Bangkok,32,90,20,68,39,18.5,11.5,,,260,West,5,3,1006,29.71,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 25124 48376 31950 22610 10322 20202 39918 40060 51002 70500 80005 333 10365 58005
10:00 PM +07 on April 25,2017,2017,4,25,22,0,Asia/Bangkok,31,87,22,71,50,14.8,9.2,,,250,WSW,4,2,1008,29.77,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 25154 48376 31940 22508 10308 20216 39938 40081 52020 70500 80005 333 59004
1:00 AM +07 on May 01,2017,2017,5,1,1,0,Asia/Bangkok,26,79,24,75,83,0,0,,,,,6,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 30184 48380 11956 00000 10262 20237 30000 40094 57009 69913 71062 333 59018 70001
4:00 AM +07 on May 01,2017,2017,5,1,4,0,Asia/Bangkok,26,78,24,75,86,0,0,,,,,6,4,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 30214 48380 31956 00000 10256 20237 39998 40092 57002 71000 333 59010
7:00 AM +07 on May 01,2017,2017,5,1,7,0,Asia/Bangkok,26,78,24,76,90,0,0,,,,,6,4,1012,29.87,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01004 48380 11556 60000 10258 20242 30021 40115 52023 69914 71010 81536 333 20250 58003 70001
10:00 AM +07 on May 01,2017,2017,5,1,10,0,Asia/Bangkok,32,90,23,73,48,3.7,2.3,,,90,East,8,5,1013,29.91,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 01034 48380 31958 10902 10323 20227 30034 40126 52013 70500 80001 333 59001
1:00 PM +07 on May 01,2017,2017,5,1,13,0,Asia/Bangkok,35,95,23,73,40,5.6,3.5,,,320,NW,9,6,1011,29.86,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 01064 48380 31559 23203 10350 20229 30019 40110 57014 70500 81201 333 58003 70001
4:00 PM +07 on May 01,2017,2017,5,1,16,0,Asia/Bangkok,36,98,22,72,35,3.7,2.3,,,20,NNE,10,6,1007,29.74,-999,-999,-9999,-9999,,,Scattered Clouds,partlycloudy,0,0,0,0,0,0,AAXX 01094 48380 32460 50202 10365 20225 39980 40070 57039 81936 333 59007
7:00 PM +07 on May 01,2017,2017,5,1,19,0,Asia/Bangkok,34,92,24,75,50,1.9,1.2,,,100,East,9,6,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 01124 48380 31559 21001 10335 20241 39985 40076 52005 70511 81235 333 10369 59011 79999
10:00 PM +07 on May 01,2017,2017,5,1,22,0,Asia/Bangkok,31,88,25,76,61,1.9,1.2,,,230,SW,8,5,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01154 48380 31958 22301 10309 20246 30007 40099 52022 71000 80005 333 59004
1:00 AM +07 on May 02,2017,2017,5,2,1,0,Asia/Bangkok,31,88,23,74,54,9.3,5.8,,,260,West,4,2,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 01184 48376 31940 02605 10310 20232 39947 40090 57012 70500 333 59003
4:00 AM +07 on May 02,2017,2017,5,2,4,0,Asia/Bangkok,30,86,23,74,59,9.3,5.8,,,250,WSW,4,2,1009,29.79,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 01214 48376 31940 02505 10300 20232 39945 40088 56002 71000 333 58000
7:00 AM +07 on May 02,2017,2017,5,2,7,0,Asia/Bangkok,30,85,21,70,52,14.8,9.2,,,250,WSW,4,2,1010,29.84,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 02004 48376 31940 02508 10296 20212 39962 40105 52016 70500 333 20291 59005
10:00 AM +07 on May 02,2017,2017,5,2,10,0,Asia/Bangkok,34,94,22,72,40,16.7,10.4,,,260,West,8,5,1012,29.87,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 02034 48376 31558 12609 10342 20223 39974 40115 52012 70500 81100 333 59006
1:00 PM +07 on May 02,2017,2017,5,2,13,0,Asia/Bangkok,38,101,23,73,31,11.1,6.9,,,250,WSW,6,4,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 02064 48376 31556 22506 10382 20227 39947 40086 57026 70500 82200 333 59012
4:00 PM +07 on May 02,2017,2017,5,2,16,0,Asia/Bangkok,39,103,22,71,26,9.3,5.8,,,240,WSW,6,4,1006,29.7,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 02094 48376 31556 22405 10392 20215 39918 40056 57029 70500 82305 333 59007
7:00 PM +07 on May 02,2017,2017,5,2,19,0,Asia/Bangkok,36,96,22,72,37,13,8.1,,,250,WSW,4,2,1007,29.74,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 02124 48376 31540 32507 10355 20225 39930 40070 52012 70500 82535 333 10395 59007
10:00 PM +07 on May 02,2017,2017,5,2,22,0,Asia/Bangkok,33,91,23,74,48,7.4,4.6,,,250,WSW,4,2,1009,29.8,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 02154 48376 31540 22504 10330 20232 39948 40089 52018 70500 82505 333 59013
1:00 AM +07 on May 03,2017,2017,5,3,1,0,Asia/Bangkok,32,89,22,71,47,7.4,4.6,,,250,WSW,4,2,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 02184 48376 31940 22504 10316 20219 39945 40087 56003 70500 80005 333 59002
4:00 AM +07 on May 03,2017,2017,5,3,4,0,Asia/Bangkok,31,87,20,68,43,14.8,9.2,,,270,West,4,2,1008,29.77,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 02214 48376 31940 02708 10307 20199 39939 40081 56006 70500 333 59007
7:00 AM +07 on May 03,2017,2017,5,3,7,0,Asia/Bangkok,30,85,21,70,51,3.7,2.3,,,270,West,5,3,1010,29.82,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 03004 48376 31950 22702 10296 20209 39953 40096 52014 70500 80005 333 20287 59009
10:00 AM +07 on May 03,2017,2017,5,3,10,0,Asia/Bangkok,36,96,22,71,35,9.3,5.8,,,300,WNW,6,4,1011,29.86,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 03034 48376 31956 23005 10355 20216 39971 40111 52018 70500 80002 333 59003
1:00 PM +07 on May 03,2017,2017,5,3,13,0,Asia/Bangkok,40,104,20,69,23,9.3,5.8,,,300,WNW,5,3,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 03064 48376 31550 23005 10400 20205 39938 40076 57033 70500 81205 333 59011
4:00 PM +07 on May 03,2017,2017,5,3,16,0,Asia/Bangkok,38,100,22,71,30,11.1,6.9,,,310,NW,5,3,1005,29.68,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 03094 48376 31550 53106 10376 20219 39910 40048 57028 71720 82966 333 59008
7:00 PM +07 on May 03,2017,2017,5,3,19,0,Asia/Bangkok,37,98,22,72,35,5.6,3.5,,,120,ESE,5,3,1006,29.71,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 03124 48376 31550 61203 10368 20225 39921 40060 52012 71792 83963 333 10422 59009
10:00 PM +07 on May 03,2017,2017,5,3,22,0,Asia/Bangkok,33,92,24,75,49,9.3,5.8,,,250,WSW,5,3,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 03154 48376 31550 22505 10334 20240 39947 40088 52026 70510 81965 333 59001
1:00 AM +07 on May 09,2017,2017,5,9,1,0,Asia/Bangkok,29,84,24,76,71,3.7,2.3,,,240,WSW,5,3,1008,29.77,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 08184 48376 31950 02402 10287 20245 39937 40080 56004 71000 333 59051 70094
4:00 AM +07 on May 09,2017,2017,5,9,4,0,Asia/Bangkok,27,81,24,75,78,0,0,,,,,5,3,1007,29.74,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 08214 48376 31950 00000 10270 20241 39926 40070 57011 71000 333 59037
7:00 AM +07 on May 09,2017,2017,5,9,7,0,Asia/Bangkok,28,82,23,74,69,3.7,2.3,,,250,WSW,5,3,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09004 48376 31950 02502 10278 20231 39947 40090 52021 71000 333 20270 59026
10:00 AM +07 on May 09,2017,2017,5,9,10,0,Asia/Bangkok,34,92,24,74,48,3.7,2.3,,,280,West,5,3,1010,29.83,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 09034 48376 31550 22802 10336 20236 39961 40102 52014 70500 81205 333 59016
1:00 PM +07 on May 09,2017,2017,5,9,13,0,Asia/Bangkok,36,97,25,77,43,7.4,4.6,,,60,ENE,5,3,1008,29.77,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 09064 48376 31550 30604 10362 20248 39939 40079 57022 70500 82305 333 59012
4:00 PM +07 on May 09,2017,2017,5,9,16,0,Asia/Bangkok,37,99,23,73,34,5.6,3.5,,,150,SSE,4,2,1005,29.68,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 09094 48376 31540 31503 10370 20229 39910 40049 57029 70500 82235 333 59004
7:00 PM +07 on May 09,2017,2017,5,9,19,0,Asia/Bangkok,33,91,24,75,51,0,0,,,,,4,2,1006,29.72,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 09124 48376 31540 60000 10330 20238 39921 40062 52010 70520 82536 333 10376 59002
10:00 PM +07 on May 09,2017,2017,5,9,22,0,Asia/Bangkok,30,86,24,76,65,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09154 48376 31540 60000 10302 20243 39940 40083 52020 71022 82536 333 59002
1:00 AM +07 on May 10,2017,2017,5,10,1,0,Asia/Bangkok,28,83,22,71,60,11.1,6.9,,,220,SW,3,2,1010,29.82,-999,-999,-9999,-9999,,,Thunderstorm,tstorms,0,0,0,0,1,0,AAXX 09184 48376 31530 62206 10284 20219 39954 40098 52014 71792 83963 333 58018
4:00 AM +07 on May 10,2017,2017,5,10,4,0,Asia/Bangkok,24,75,22,72,87,0,0,,,,,6,4,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 09214 48376 21556 60000 10240 20222 39959 40105 51005 71092 82966 333 58035 60077
10:00 AM +07 on May 10,2017,2017,5,10,10,0,Asia/Bangkok,28,83,24,74,69,3.7,2.3,,,340,NNW,8,5,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10034 48376 31558 53402 10283 20235 39984 40128 51008 71022 82536 333 58026
1:00 PM +07 on May 10,2017,2017,5,10,13,0,Asia/Bangkok,32,90,24,74,51,5.6,3.5,,,60,ENE,8,5,1010,29.84,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 10064 48376 31558 20603 10323 20235 39963 40104 57021 70520 82205 333 58026 70070
4:00 PM +07 on May 10,2017,2017,5,10,16,0,Asia/Bangkok,34,93,23,74,45,5.6,3.5,,,70,ENE,7,4,1006,29.73,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 10094 48376 31557 20703 10340 20234 39924 40065 57039 70500 82205 333 58015
7:00 PM +07 on May 10,2017,2017,5,10,19,0,Asia/Bangkok,32,89,24,75,56,3.7,2.3,,,140,SE,6,4,1009,29.79,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 10124 48376 31556 21402 10316 20240 39944 40086 52020 70500 81205 333 10344 58024 70070
10:00 PM +07 on May 10,2017,2017,5,10,22,0,Asia/Bangkok,29,85,25,78,73,3.7,2.3,,,80,East,5,3,1011,29.85,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10154 48376 31550 30802 10292 20254 39965 40108 52021 71000 82235 333 58026
1:00 AM +07 on May 11,2017,2017,5,11,1,0,Asia/Bangkok,28,82,25,78,83,0,0,,,,,5,3,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10184 48376 31550 30000 10280 20254 39966 40110 51001 71000 82535 333 58012 70070
4:00 AM +07 on May 11,2017,2017,5,11,4,0,Asia/Bangkok,27,81,25,78,86,0,0,,,,,5,3,1010,29.83,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 10214 48376 31550 60000 10270 20253 39956 40100 57010 71020 83536 333 59005
7:00 AM +07 on May 11,2017,2017,5,11,7,0,Asia/Bangkok,26,80,25,77,88,0,0,,,,,3,2,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11004 48376 31530 80000 10264 20250 39966 40111 52011 71020 84576 333 20260 59011
10:00 AM +07 on May 11,2017,2017,5,11,10,0,Asia/Bangkok,30,87,25,78,67,7.4,4.6,,,50,NE,4,2,1013,29.91,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11034 48376 31540 60504 10303 20253 39985 40128 52019 71022 83966 333 58000
1:00 PM +07 on May 11,2017,2017,5,11,13,0,Asia/Bangkok,33,92,25,77,53,9.3,5.8,,,60,ENE,6,4,1010,29.84,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 11064 48376 31556 50605 10333 20250 39962 40103 57023 70522 82966 333 59001
4:00 PM +07 on May 11,2017,2017,5,11,16,0,Asia/Bangkok,35,96,23,74,40,5.6,3.5,,,110,ESE,6,4,1007,29.73,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 11094 48376 31556 21103 10353 20234 39928 40068 57033 70510 82205 333 58004
7:00 PM +07 on May 11,2017,2017,5,11,19,0,Asia/Bangkok,32,90,24,75,53,5.6,3.5,,,160,SSE,6,4,1008,29.76,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 11124 48376 31556 31603 10323 20240 39935 40076 51006 70510 82205 333 10357 59010
10:00 PM +07 on May 11,2017,2017,5,11,22,0,Asia/Bangkok,29,85,25,77,71,5.6,3.5,,,90,East,5,3,1011,29.86,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 11154 48376 31550 30903 10293 20249 39966 40109 52031 71000 82535 333 58001
1:00 AM +07 on May 13,2017,2017,5,13,1,0,Asia/Bangkok,28,83,25,77,76,0,0,,,,,4,2,1009,29.81,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12184 48376 31540 50000 10282 20248 39950 40093 56005 71022 82536 333 59014
4:00 AM +07 on May 13,2017,2017,5,13,4,0,Asia/Bangkok,27,81,24,76,80,0,0,,,,,4,2,1008,29.78,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 12214 48376 31540 60000 10270 20244 39939 40083 57011 71022 82536 333 59018
7:00 AM +07 on May 13,2017,2017,5,13,7,0,Asia/Bangkok,27,81,25,77,83,0,0,,,,,4,2,1009,29.8,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13004 48376 31540 60000 10271 20248 39947 40091 51008 71022 82536 333 20267 59022
10:00 AM +07 on May 13,2017,2017,5,13,10,0,Asia/Bangkok,30,86,24,75,63,3.7,2.3,,,90,East,4,2,1010,29.84,-999,-999,-9999,-9999,,,Mist,hazy,0,0,0,0,0,0,AAXX 13034 48376 31540 60902 10298 20240 39962 40105 52016 71022 83536 333 59010
1:00 PM +07 on May 13,2017,2017,5,13,13,0,Asia/Bangkok,34,94,25,76,48,5.6,3.5,,,100,East,5,3,1007,29.75,-999,-999,-9999,-9999,,,Haze,hazy,0,0,0,0,0,0,AAXX 13064 48376 31550 51003 10345 20246 39934 40074 57029 70522 82966 333 59013
